whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
mh_p110_000000075401	FALSE	TRUE	FALSE	2	1	5311	7	0	0	0	unbinned
mh_p110_000000075899	TRUE	FALSE	FALSE	4	2	9674	32	0	3	3	good MAG
mh_p110_000000075959	FALSE	TRUE	FALSE	2	1	5565	4	0	0	0	unbinned
mh_p110_000000076286	TRUE	FALSE	FALSE	1	1	13831	12	0	1	1	good MAG
mh_p110_000000076416	FALSE	TRUE	FALSE	4	1	9725	49	0	3	4	good MAG
mh_p110_000000077329	TRUE	FALSE	FALSE	3	1	5332	40	0	0	2	binned (low quality)
mh_p110_000000077337	FALSE	FALSE	TRUE	1	1	1166	1	1	0	0	unbinned
mh_p110_000000077507	TRUE	FALSE	FALSE	2	1	5820	22	0	0	0	unbinned
mh_p110_000000077697	FALSE	TRUE	FALSE	2	1	8092	7	0	2	2	good MAG
mh_p110_000000077737	TRUE	FALSE	FALSE	4	2	2925	14	0	0	0	unbinned
mh_p110_000000077749	TRUE	FALSE	FALSE	1	1	9444	8	0	1	1	good MAG
mh_p110_000000077813	TRUE	FALSE	FALSE	2	1	5198	6	0	1	2	good MAG
mh_p110_000000078011	FALSE	TRUE	FALSE	4	2	9026	10	0	0	0	unbinned
mh_p110_000000078122	FALSE	FALSE	TRUE	1	1	3630	7	1	1	1	good MAG
mh_p110_000000078317	TRUE	FALSE	FALSE	2	1	6165	8	0	0	0	unbinned
mh_p110_000000078516	FALSE	TRUE	FALSE	2	1	6862	28	0	1	1	good MAG
mh_p110_000000078673	FALSE	TRUE	FALSE	4	2	43306	57	0	1	1	good MAG
mh_p110_000000078697	TRUE	FALSE	FALSE	3	2	9829	30	0	2	2	good MAG
mh_p110_000000078720	FALSE	FALSE	TRUE	2	2	6125	13	1	1	1	good MAG
mh_p110_000000079024	TRUE	FALSE	FALSE	2	1	9584	10	0	0	0	unbinned
mh_p110_000000079031	FALSE	TRUE	FALSE	3	2	6822	17	0	1	1	good MAG
mh_p110_000000079205	TRUE	FALSE	FALSE	2	1	16251	18	0	0	0	unbinned
mh_p110_000000079245	TRUE	FALSE	FALSE	5	1	25194	25	0	0	0	unbinned
mh_p110_000000079387	FALSE	TRUE	FALSE	2	1	8260	22	0	1	1	good MAG
mh_p110_000000079541	FALSE	TRUE	FALSE	2	1	7062	13	0	1	1	good MAG
mh_p110_000000080570	FALSE	TRUE	FALSE	1	1	12927	13	0	0	0	unbinned
mh_p110_000000081306	TRUE	FALSE	FALSE	2	1	4194	10	0	0	0	unbinned
mh_p110_000000081575	FALSE	FALSE	TRUE	2	1	692687	594	2	2	2	good MAG
mh_p110_000000082776	FALSE	FALSE	TRUE	1	1	1871	1	1	0	0	unbinned
mh_p110_000000082967	TRUE	FALSE	FALSE	2	1	7064	17	0	0	0	unbinned
mh_p110_000000083073	TRUE	FALSE	FALSE	2	1	7056	6	0	2	2	good MAG
mh_p110_000000083419	FALSE	TRUE	FALSE	2	1	8141	7	0	0	0	unbinned
mh_p110_000000083438	TRUE	FALSE	TRUE	3	2	7446	7	1	1	1	good MAG
mh_p110_000000083618	TRUE	FALSE	TRUE	6	2	37314	46	1	0	0	unbinned
mh_p110_000000083970	FALSE	TRUE	FALSE	3	1	89724	102	0	0	0	unbinned
mh_p110_000000085413	FALSE	FALSE	TRUE	2	1	8081	20	1	2	2	good MAG
mh_p110_000000085541	TRUE	FALSE	FALSE	15	4	8886	10	0	1	1	good MAG
mh_p110_000000085746	TRUE	FALSE	TRUE	1	1	6417	11	1	0	0	unbinned
mh_p110_000000086347	FALSE	TRUE	FALSE	2	1	16631	14	0	1	1	good MAG
mh_p110_000000086489	TRUE	FALSE	FALSE	5	1	2080	12	0	0	0	unbinned
mh_p110_000000086689	FALSE	TRUE	FALSE	1	1	8471	7	0	0	0	unbinned
mh_p110_000000086727	FALSE	TRUE	FALSE	1	1	10432	7	0	1	1	good MAG
mh_p110_000000087102	FALSE	FALSE	TRUE	3	1	6517	6	1	0	0	unbinned
mh_p110_000000087656	FALSE	TRUE	FALSE	2	1	5333	5	0	0	1	binned (low quality)
mh_p110_000000088570	FALSE	TRUE	FALSE	1	1	11707	16	0	0	0	unbinned
mh_p110_000000088890	TRUE	FALSE	FALSE	2	1	14849	16	0	0	0	unbinned
mh_p110_000000089011	FALSE	TRUE	FALSE	1	1	6582	6	0	1	1	good MAG
mh_p110_000000089543	FALSE	TRUE	FALSE	2	1	6729	26	0	2	2	good MAG
mh_p110_000000090217	FALSE	TRUE	FALSE	1	1	7495	10	0	1	1	good MAG
mh_p110_000000090535	TRUE	FALSE	FALSE	2	2	8270	8	0	0	0	unbinned
mh_p110_000000090641	FALSE	TRUE	FALSE	1	1	5934	10	0	1	1	good MAG
mh_p110_000000090738	TRUE	FALSE	FALSE	4	2	8684	10	0	2	2	good MAG
mh_p110_000000091020	FALSE	TRUE	FALSE	2	1	7921	8	0	1	1	good MAG
mh_p110_000000091026	FALSE	FALSE	TRUE	5	2	54299	50	1	5	5	good MAG
mh_p110_000000091049	FALSE	TRUE	FALSE	5	2	28729	32	0	1	1	good MAG
mh_p110_000000091401	TRUE	FALSE	FALSE	9	4	6073	16	0	3	3	good MAG
mh_p110_000000091529	TRUE	FALSE	FALSE	2	1	8977	13	0	0	0	unbinned
mh_p110_000000091666	TRUE	FALSE	FALSE	1	1	10812	8	0	0	0	unbinned
mh_p110_000000091879	TRUE	FALSE	FALSE	1	1	19053	16	0	0	0	unbinned
mh_p110_000000092167	FALSE	FALSE	TRUE	7	3	8068	7	1	1	1	good MAG
mh_p110_000000092262	FALSE	TRUE	FALSE	2	1	6809	14	0	0	0	unbinned
mh_p110_000000092337	FALSE	TRUE	FALSE	1	1	5950	10	0	1	1	good MAG
mh_p110_000000092449	TRUE	FALSE	FALSE	1	1	5529	4	0	0	0	unbinned
mh_p110_000000092465	FALSE	TRUE	FALSE	1	1	7080	8	0	1	1	good MAG
mh_p110_000000092531	TRUE	FALSE	FALSE	1	1	5332	3	0	0	0	unbinned
mh_p110_000000092743	FALSE	TRUE	FALSE	1	1	11562	10	0	1	1	good MAG
mh_p110_000000093041	TRUE	FALSE	FALSE	2	1	8030	8	0	1	1	good MAG
mh_p110_000000093205	FALSE	TRUE	FALSE	3	2	5226	2	0	1	1	good MAG
mh_p110_000000093501	TRUE	FALSE	FALSE	4	1	6585	6	0	1	1	good MAG
mh_p110_000000093748	FALSE	FALSE	TRUE	2	1	40698	38	1	2	2	good MAG
mh_p110_000000094265	FALSE	TRUE	FALSE	2	1	8520	24	0	0	0	unbinned
mh_p110_000000094432	TRUE	FALSE	FALSE	2	1	56614	52	0	2	2	good MAG
mh_p110_000000094654	FALSE	FALSE	TRUE	2	1	6818	194	1	1	1	good MAG
mh_p110_000000094958	FALSE	TRUE	FALSE	2	1	5129	5	0	1	1	good MAG
mh_p110_000000095173	FALSE	TRUE	FALSE	3	1	9805	11	0	0	0	unbinned
mh_p110_000000095191	FALSE	FALSE	TRUE	1	1	1015	1	1	0	0	unbinned
mh_p110_000000095218	FALSE	TRUE	FALSE	2	1	6450	8	0	1	1	good MAG
mh_p110_000000095545	FALSE	TRUE	FALSE	1	1	7400	9	0	0	0	unbinned
mh_p110_000000095568	FALSE	FALSE	TRUE	2	1	55470	192	2	2	2	good MAG
mh_p110_000000095919	FALSE	TRUE	FALSE	2	1	7170	8	0	2	2	good MAG
mh_p110_000000096070	TRUE	FALSE	FALSE	6	1	16383	12	0	1	1	good MAG
mh_p110_000000096620	FALSE	FALSE	TRUE	2	2	12193	11	1	2	2	good MAG
mh_p110_000000096773	TRUE	FALSE	FALSE	2	1	5384	7	0	0	0	unbinned
mh_p110_000000096905	FALSE	TRUE	FALSE	2	1	9226	9	0	0	0	unbinned
mh_p110_000000097794	FALSE	FALSE	TRUE	4	4	3137	4	3	0	0	unbinned
mh_p110_000000097863	FALSE	TRUE	FALSE	1	1	6853	17	0	0	0	unbinned
mh_p110_000000098242	TRUE	FALSE	FALSE	4	2	9603	7	0	2	2	good MAG
mh_p110_000000098460	FALSE	TRUE	FALSE	2	1	6903	10	0	1	1	good MAG
mh_p110_000000098523	TRUE	FALSE	FALSE	6	3	6884	10	0	2	2	good MAG
mh_p110_000000098685	TRUE	FALSE	FALSE	2	1	6631	18	0	2	2	good MAG
mh_p110_000000099327	FALSE	TRUE	FALSE	2	1	5551	5	0	0	1	binned (low quality)
mh_p110_000000099779	TRUE	FALSE	FALSE	2	1	38191	35	0	1	1	good MAG
mh_p110_000000100014	TRUE	FALSE	FALSE	2	1	6724	6	0	0	0	unbinned
mh_p110_000000100537	FALSE	FALSE	TRUE	3	1	513572	409	1	3	3	good MAG
mh_p110_000000100749	TRUE	FALSE	FALSE	2	1	8429	13	0	0	0	unbinned
mh_p110_000000100790	TRUE	FALSE	FALSE	3	1	11530	15	0	0	0	unbinned
mh_p110_000000100811	TRUE	FALSE	FALSE	2	1	6933	7	0	2	2	good MAG
mh_p110_000000100913	TRUE	FALSE	TRUE	2	1	5510	8	1	1	1	good MAG
mh_p110_000000101561	TRUE	FALSE	FALSE	4	2	7189	9	0	0	0	unbinned
mh_p110_000000101936	TRUE	FALSE	TRUE	14	2	7712	10	1	0	0	unbinned
mh_p110_000000102057	TRUE	FALSE	FALSE	2	1	6034	8	0	0	0	unbinned
mh_p110_000000102092	FALSE	TRUE	FALSE	2	1	53712	72	0	2	2	good MAG
mh_p110_000000102374	TRUE	FALSE	FALSE	3	1	6697	14	0	0	0	unbinned
mh_p110_000000102881	TRUE	FALSE	FALSE	3	1	5688	10	0	1	1	good MAG
mh_p110_000000103686	FALSE	FALSE	TRUE	2	1	5940	12	1	2	2	good MAG
mh_p110_000000103955	FALSE	FALSE	TRUE	2	1	1801	2	1	1	1	good MAG
mh_p110_000000104019	FALSE	TRUE	FALSE	1	1	5197	6	0	0	0	unbinned
mh_p110_000000104208	FALSE	FALSE	TRUE	2	2	2623	2	1	0	0	unbinned
mh_p110_000000104313	TRUE	FALSE	FALSE	3	1	32322	34	0	1	1	good MAG
mh_p110_000000104609	TRUE	FALSE	FALSE	5	1	6644	19	0	1	1	good MAG
mh_p110_000000105750	TRUE	FALSE	FALSE	1	1	12872	12	0	0	0	unbinned
mh_p110_000000105792	FALSE	FALSE	TRUE	5	2	74308	195	1	5	5	good MAG
mh_p110_000000105841	TRUE	FALSE	FALSE	2	2	17835	11	0	0	0	unbinned
mh_p110_000000106000	TRUE	FALSE	FALSE	5	2	9754	10	0	1	1	good MAG
mh_p110_000000106053	TRUE	FALSE	FALSE	5	2	5636	15	0	0	0	unbinned
mh_p110_000000106283	TRUE	FALSE	FALSE	2	1	1154	10	0	1	1	good MAG
mh_p110_000000106540	TRUE	FALSE	FALSE	2	1	7934	13	0	0	0	unbinned
mh_p110_000000107296	TRUE	FALSE	FALSE	2	1	5162	4	0	0	0	unbinned
mh_p110_000000107500	TRUE	FALSE	FALSE	13	2	9031	27	0	1	1	good MAG
mh_p110_000000107550	TRUE	FALSE	FALSE	2	1	5220	9	0	0	0	unbinned
mh_p110_000000107671	FALSE	FALSE	TRUE	2	1	2750	3	1	0	0	unbinned
mh_p110_000000107760	TRUE	FALSE	FALSE	4	2	9353	15	0	0	0	unbinned
mh_p110_000000108103	TRUE	FALSE	FALSE	1	1	8138	6	0	0	0	unbinned
mh_p110_000000108537	TRUE	FALSE	FALSE	3	2	6481	9	0	1	1	good MAG
mh_p110_000000110057	TRUE	FALSE	FALSE	5	2	6063	8	0	0	0	unbinned
mh_p110_000000110359	FALSE	TRUE	FALSE	1	1	8529	9	0	0	0	unbinned
mh_p110_000000110510	FALSE	TRUE	FALSE	3	1	88002	116	0	0	0	unbinned
mh_p110_000000110697	FALSE	TRUE	FALSE	3	1	46616	78	0	0	0	unbinned
mh_p110_000000110711	FALSE	TRUE	FALSE	1	1	7747	9	0	1	1	good MAG
mh_p110_000000110774	TRUE	FALSE	FALSE	2	1	5820	8	0	0	0	unbinned
mh_p110_000000110828	TRUE	FALSE	FALSE	3	1	20132	20	0	0	0	unbinned
mh_p110_000000110833	TRUE	FALSE	FALSE	18	5	8984	12	0	2	2	good MAG
mh_p110_000000111002	FALSE	FALSE	TRUE	1	1	1083	2	1	0	0	unbinned
mh_p110_000000111196	TRUE	FALSE	FALSE	3	1	42499	53	0	0	0	unbinned
mh_p110_000000111235	TRUE	FALSE	FALSE	1	1	8164	5	0	0	0	unbinned
mh_p110_000000111377	TRUE	FALSE	FALSE	3	1	5104	5	0	0	0	unbinned
mh_p110_000000111577	FALSE	TRUE	FALSE	2	1	8882	7	0	2	2	good MAG
mh_p110_000000111614	FALSE	TRUE	FALSE	9	3	8002	6	0	0	0	unbinned
mh_p110_000000111686	FALSE	TRUE	FALSE	3	1	7624	4	0	1	1	good MAG
mh_p125_000000000145	TRUE	TRUE	FALSE	4	1	9059	21	0	0	0	unbinned
mh_p125_000000000260	FALSE	FALSE	TRUE	2	2	4730	3	1	0	0	unbinned
mh_p125_000000000349	FALSE	TRUE	FALSE	2	1	9425	14	0	0	0	unbinned
mh_p125_000000000473	FALSE	TRUE	FALSE	1	1	6762	7	0	0	0	unbinned
mh_p125_000000000959	TRUE	FALSE	FALSE	4	1	9143	12	0	1	1	good MAG
mh_p125_000000001042	TRUE	FALSE	FALSE	2	1	92671	86	0	2	2	good MAG
mh_p125_000000001462	TRUE	FALSE	FALSE	2	1	5602	15	0	0	0	unbinned
mh_p125_000000001619	FALSE	TRUE	FALSE	2	1	5836	9	0	1	1	good MAG
mh_p125_000000002794	TRUE	FALSE	FALSE	2	1	7817	7	0	1	1	good MAG
mh_p125_000000003053	FALSE	FALSE	TRUE	6	3	2739	2	1	1	1	good MAG
mh_p125_000000003151	FALSE	TRUE	FALSE	3	1	9586	8	0	0	0	unbinned
mh_p125_000000003547	FALSE	TRUE	FALSE	2	1	6593	11	0	0	0	unbinned
mh_p125_000000003777	FALSE	TRUE	FALSE	3	2	26150	10	0	1	1	good MAG
mh_p125_000000003826	TRUE	FALSE	FALSE	8	2	5546	2	0	8	8	good MAG
mh_p125_000000003917	TRUE	FALSE	FALSE	3	1	4073	9	0	1	1	good MAG
mh_p125_000000004075	FALSE	TRUE	FALSE	5	2	41615	36	0	4	4	good MAG
mh_p125_000000004173	TRUE	FALSE	FALSE	1	1	17949	15	0	0	0	unbinned
mh_p125_000000004592	TRUE	FALSE	FALSE	1	1	5929	5	0	0	0	unbinned
mh_p125_000000005051	TRUE	FALSE	FALSE	2	1	5793	8	0	0	0	unbinned
mh_p125_000000005090	FALSE	TRUE	FALSE	2	1	7370	11	0	0	1	binned (low quality)
mh_p125_000000005247	FALSE	TRUE	FALSE	3	1	7148	8	0	0	0	unbinned
mh_p125_000000005316	FALSE	FALSE	TRUE	2	1	2046	2	1	0	0	unbinned
mh_p125_000000005384	TRUE	FALSE	FALSE	9	1	43479	42	0	8	8	good MAG
mh_p125_000000005414	TRUE	TRUE	FALSE	6	2	5730	22	0	0	0	unbinned
mh_p125_000000005461	FALSE	FALSE	TRUE	1	1	1346	3	1	0	0	unbinned
mh_p125_000000005642	TRUE	TRUE	FALSE	3	1	9060	24	0	1	1	good MAG
mh_p125_000000005657	TRUE	FALSE	FALSE	3	1	25766	32	0	3	3	good MAG
mh_p125_000000005774	FALSE	TRUE	FALSE	1	1	5109	7	0	0	0	unbinned
mh_p125_000000005946	FALSE	TRUE	FALSE	1	1	7979	9	0	1	1	good MAG
mh_p125_000000006900	FALSE	TRUE	FALSE	2	1	16987	21	0	1	1	good MAG
mh_p125_000000007441	TRUE	FALSE	FALSE	2	1	21858	21	0	0	0	unbinned
mh_p125_000000007626	FALSE	TRUE	FALSE	2	1	9413	11	0	1	1	good MAG
mh_p125_000000007768	FALSE	TRUE	FALSE	3	2	8342	136	0	2	2	good MAG
mh_p125_000000008341	FALSE	TRUE	FALSE	3	1	6878	29	0	0	0	unbinned
mh_p125_000000008559	TRUE	FALSE	FALSE	1	1	5548	7	0	1	1	good MAG
mh_p125_000000008839	FALSE	TRUE	FALSE	7	1	9740	19	0	2	2	good MAG
mh_p125_000000009473	TRUE	FALSE	FALSE	2	1	8050	13	0	2	2	good MAG
mh_p125_000000009509	FALSE	TRUE	FALSE	2	1	8250	8	0	0	0	unbinned
mh_p125_000000009704	TRUE	FALSE	FALSE	2	1	5595	7	0	0	0	unbinned
mh_p125_000000009761	FALSE	TRUE	FALSE	2	1	8500	12	0	0	0	unbinned
mh_p125_000000009861	TRUE	FALSE	FALSE	2	1	5079	8	0	1	1	good MAG
mh_p125_000000010008	TRUE	FALSE	FALSE	2	1	18659	27	0	0	0	unbinned
mh_p125_000000010020	FALSE	TRUE	FALSE	23	2	9565	15	0	14	14	good MAG
mh_p125_000000010437	FALSE	FALSE	TRUE	1	1	56566	52	1	1	1	good MAG
mh_p125_000000010672	FALSE	TRUE	FALSE	3	1	5395	12	0	3	3	good MAG
mh_p125_000000010683	TRUE	FALSE	FALSE	2	1	7251	10	0	0	0	unbinned
mh_p125_000000010684	TRUE	FALSE	FALSE	2	1	5876	5	0	0	0	unbinned
mh_p125_000000011578	FALSE	TRUE	FALSE	4	1	7851	4	0	1	1	good MAG
mh_p125_000000011859	TRUE	FALSE	FALSE	2	1	6573	8	0	0	0	unbinned
mh_p125_000000011945	TRUE	FALSE	FALSE	14	4	9518	11	0	0	0	unbinned
mh_p125_000000012227	FALSE	TRUE	FALSE	1	1	7994	9	0	1	1	good MAG
mh_p125_000000012486	FALSE	TRUE	FALSE	1	1	16218	25	0	0	0	unbinned
mh_p125_000000012569	FALSE	TRUE	FALSE	1	1	6561	8	0	1	1	good MAG
mh_p125_000000012739	TRUE	FALSE	FALSE	6	1	5834	4	0	0	0	unbinned
mh_p125_000000012744	TRUE	FALSE	FALSE	2	1	2481	14	0	1	1	good MAG
mh_p125_000000013230	FALSE	TRUE	FALSE	5	1	9998	24	0	2	3	good MAG
mh_p125_000000013352	TRUE	FALSE	FALSE	1	1	9934	7	0	1	1	good MAG
mh_p125_000000013561	FALSE	TRUE	FALSE	2	1	31145	45	0	2	2	good MAG
mh_p125_000000013619	FALSE	TRUE	FALSE	2	1	32477	59	0	1	1	good MAG
mh_p125_000000013923	TRUE	FALSE	FALSE	3	2	9145	22	0	0	0	unbinned
mh_p125_000000014096	TRUE	FALSE	FALSE	3	1	18625	20	0	1	1	good MAG
mh_p125_000000014300	FALSE	TRUE	FALSE	2	1	29958	4	0	1	1	good MAG
mh_p125_000000014479	FALSE	TRUE	FALSE	6	2	40402	59	0	1	1	good MAG
mh_p125_000000014554	TRUE	FALSE	FALSE	1	1	5137	5	0	1	1	good MAG
mh_p125_000000014562	FALSE	FALSE	TRUE	7	3	4438	6	1	0	0	unbinned
mh_p125_000000014901	TRUE	FALSE	FALSE	2	1	8229	8	0	0	0	unbinned
mh_p125_000000014948	TRUE	FALSE	FALSE	2	1	6595	30	0	1	1	good MAG
mh_p125_000000015771	FALSE	TRUE	TRUE	3	2	6557	326	1	3	3	good MAG
mh_p125_000000016184	FALSE	FALSE	TRUE	1	1	1461	2	1	0	0	unbinned
mh_p125_000000016219	FALSE	TRUE	FALSE	5	3	7932	13	0	5	5	good MAG
mh_p125_000000016340	FALSE	TRUE	FALSE	1	1	7254	6	0	0	0	unbinned
mh_p125_000000016468	TRUE	FALSE	FALSE	2	1	6962	9	0	0	0	unbinned
mh_p125_000000016507	FALSE	FALSE	TRUE	1	1	11340	14	1	1	1	good MAG
mh_p125_000000016690	FALSE	TRUE	FALSE	1	1	9517	11	0	1	1	good MAG
mh_p125_000000017119	FALSE	TRUE	FALSE	5	3	5748	31	0	1	1	good MAG
mh_p125_000000017144	FALSE	FALSE	TRUE	2	1	1030	1	1	0	0	unbinned
mh_p125_000000017305	TRUE	FALSE	FALSE	1	1	15168	13	0	1	1	good MAG
mh_p125_000000017667	FALSE	FALSE	TRUE	2	2	1080	2	1	0	0	unbinned
mh_p125_000000017983	FALSE	TRUE	FALSE	2	1	6338	8	0	1	1	good MAG
mh_p125_000000018103	TRUE	FALSE	FALSE	2	1	5563	7	0	1	1	good MAG
mh_p125_000000018145	TRUE	FALSE	FALSE	3	2	8301	24	0	2	2	good MAG
mh_p125_000000018225	TRUE	FALSE	FALSE	2	2	6026	11	0	1	1	good MAG
mh_p125_000000018404	FALSE	TRUE	FALSE	1	1	5279	1	0	0	0	unbinned
mh_p125_000000018756	TRUE	FALSE	FALSE	16	2	8925	24	0	9	9	good MAG
mh_p125_000000018992	FALSE	FALSE	TRUE	1	1	1848	3	1	0	0	unbinned
mh_p125_000000019139	TRUE	FALSE	FALSE	4	3	29983	33	0	4	4	good MAG
mh_p125_000000019148	TRUE	FALSE	FALSE	2	1	6226	7	0	0	0	unbinned
mh_p125_000000019157	FALSE	FALSE	TRUE	3	2	6218	7	1	1	1	good MAG
mh_p125_000000019502	FALSE	TRUE	FALSE	1	1	5776	11	0	1	1	good MAG
mh_p125_000000020569	TRUE	FALSE	FALSE	2	1	4335	17	0	0	0	unbinned
mh_p125_000000020692	TRUE	FALSE	FALSE	2	1	1164	14	0	0	0	unbinned
mh_p125_000000021025	FALSE	TRUE	FALSE	9	2	9731	22	0	1	1	good MAG
mh_p125_000000021251	FALSE	FALSE	TRUE	2	1	2462	2	1	0	0	unbinned
mh_p125_000000021293	FALSE	TRUE	FALSE	2	1	2079	21	0	2	2	good MAG
mh_p125_000000021377	FALSE	FALSE	TRUE	1	1	19467	15	1	1	1	good MAG
mh_p125_000000021662	FALSE	TRUE	FALSE	2	2	6233	7	0	1	1	good MAG
mh_p125_000000022206	TRUE	FALSE	FALSE	4	2	9575	25	0	3	3	good MAG
mh_p125_000000022395	TRUE	FALSE	FALSE	2	1	4234	10	0	2	2	good MAG
mh_p125_000000022482	TRUE	FALSE	FALSE	6	1	6429	42	0	0	0	unbinned
mh_p125_000000022504	TRUE	FALSE	FALSE	2	1	5199	6	0	0	0	unbinned
mh_p125_000000022859	FALSE	TRUE	FALSE	2	1	5293	8	0	1	1	good MAG
mh_p125_000000022976	FALSE	TRUE	FALSE	27	17	7110	30	0	21	22	good MAG
mh_p125_000000023283	TRUE	FALSE	FALSE	7	2	9416	8	0	1	1	good MAG
mh_p125_000000023398	FALSE	TRUE	FALSE	1	1	10015	14	0	0	0	unbinned
mh_p125_000000023456	TRUE	FALSE	FALSE	3	1	5850	8	0	0	0	unbinned
mh_p125_000000023659	TRUE	FALSE	FALSE	3	1	6404	6	0	0	0	unbinned
mh_p125_000000023802	TRUE	FALSE	FALSE	4	2	9066	8	0	3	3	good MAG
mh_p125_000000023982	TRUE	FALSE	FALSE	8	2	15007	13	0	1	1	good MAG
mh_p125_000000024061	FALSE	TRUE	FALSE	1	1	7468	7	0	1	1	good MAG
mh_p125_000000024076	FALSE	TRUE	FALSE	1	1	6921	7	0	1	1	good MAG
mh_p125_000000024305	FALSE	TRUE	FALSE	2	1	6117	8	0	2	2	good MAG
mh_p125_000000024448	TRUE	FALSE	FALSE	8	1	63969	63	0	8	8	good MAG
mh_p125_000000024875	FALSE	TRUE	FALSE	2	1	2041	16	0	1	1	good MAG
mh_p125_000000024986	TRUE	FALSE	FALSE	4	2	9005	20	0	0	0	unbinned
mh_p125_000000025060	FALSE	TRUE	FALSE	1	1	5056	5	0	0	0	unbinned
mh_p125_000000025111	FALSE	TRUE	FALSE	2	1	6795	7	0	0	0	unbinned
mh_p125_000000025200	TRUE	FALSE	FALSE	2	1	6703	13	0	1	1	good MAG
mh_p125_000000025313	TRUE	FALSE	FALSE	2	1	7856	11	0	1	1	good MAG
mh_p125_000000025332	TRUE	FALSE	FALSE	2	1	1786	16	0	1	1	good MAG
mh_p125_000000025375	TRUE	FALSE	FALSE	1	1	5213	5	0	0	0	unbinned
mh_p125_000000025413	FALSE	TRUE	FALSE	2	1	11194	20	0	0	0	unbinned
mh_p125_000000025521	FALSE	TRUE	FALSE	1	1	10170	8	0	1	1	good MAG
mh_p125_000000025652	FALSE	TRUE	FALSE	2	1	5919	4	0	0	0	unbinned
mh_p125_000000025739	TRUE	FALSE	FALSE	5	3	9340	13	0	0	0	unbinned
mh_p125_000000025755	TRUE	FALSE	FALSE	1	1	9581	9	0	0	0	unbinned
mh_p125_000000025844	TRUE	FALSE	FALSE	1	1	13259	13	0	1	1	good MAG
mh_p125_000000025847	TRUE	FALSE	FALSE	1	1	15306	21	0	1	1	good MAG
mh_p125_000000026085	TRUE	FALSE	FALSE	3	1	6399	7	0	0	0	unbinned
mh_p125_000000026113	TRUE	FALSE	FALSE	1	1	5823	6	0	1	1	good MAG
mh_p125_000000026329	FALSE	TRUE	FALSE	4	1	7376	10	0	0	0	unbinned
mh_p125_000000026349	TRUE	FALSE	FALSE	2	1	8863	5	0	0	0	unbinned
mh_p125_000000027323	FALSE	TRUE	FALSE	1	1	10103	19	0	1	1	good MAG
mh_p125_000000027510	TRUE	FALSE	FALSE	3	1	6828	14	0	1	1	good MAG
mh_p125_000000027561	TRUE	FALSE	FALSE	1	1	5511	5	0	1	1	good MAG
mh_p125_000000027665	FALSE	TRUE	FALSE	1	1	5996	16	0	0	0	unbinned
mh_p125_000000027807	FALSE	FALSE	TRUE	16	7	6687	53	1	14	14	good MAG
mh_p125_000000028052	FALSE	TRUE	FALSE	8	1	8484	7	0	0	0	unbinned
mh_p125_000000028422	FALSE	TRUE	FALSE	2	1	5031	5	0	0	0	unbinned
mh_p125_000000028462	TRUE	FALSE	FALSE	6	1	9599	9	0	1	1	good MAG
mh_p125_000000028470	TRUE	FALSE	FALSE	3	2	6140	31	0	3	3	good MAG
mh_p125_000000028562	FALSE	TRUE	FALSE	2	1	5153	6	0	0	0	unbinned
mh_p125_000000028576	TRUE	FALSE	FALSE	3	1	9222	14	0	3	3	good MAG
mh_p125_000000028627	TRUE	FALSE	FALSE	2	1	11017	10	0	1	1	good MAG
mh_p125_000000028744	FALSE	TRUE	FALSE	3	1	7099	13	0	3	3	good MAG
mh_p125_000000028872	TRUE	FALSE	FALSE	2	1	7276	9	0	0	0	unbinned
mh_p125_000000029021	FALSE	FALSE	TRUE	2	2	2002	4	1	0	0	unbinned
mh_p125_000000029110	FALSE	TRUE	FALSE	1	1	6019	4	0	1	1	good MAG
mh_p125_000000029931	FALSE	TRUE	FALSE	4	1	20619	22	0	1	1	good MAG
mh_p125_000000030266	TRUE	FALSE	FALSE	1	1	5851	6	0	0	0	unbinned
mh_p125_000000030335	FALSE	FALSE	TRUE	9	1	111559	115	1	5	5	good MAG
mh_p125_000000030585	TRUE	FALSE	FALSE	3	2	16659	14	0	0	0	unbinned
mh_p125_000000030789	TRUE	FALSE	FALSE	2	1	5347	5	0	2	2	good MAG
mh_p125_000000031015	TRUE	FALSE	FALSE	5	1	7229	7	0	1	1	good MAG
mh_p125_000000031139	TRUE	FALSE	FALSE	1	1	5342	5	0	1	1	good MAG
mh_p125_000000031149	TRUE	FALSE	FALSE	8	3	9966	22	0	1	1	good MAG
mh_p125_000000031392	FALSE	TRUE	FALSE	2	1	4206	18	0	0	0	unbinned
mh_p125_000000031949	FALSE	TRUE	FALSE	6	2	89690	113	0	0	0	unbinned
mh_p125_000000031967	TRUE	FALSE	FALSE	3	2	5883	11	0	0	0	unbinned
mh_p125_000000032100	FALSE	TRUE	FALSE	2	1	6243	7	0	0	0	unbinned
mh_p125_000000032310	FALSE	TRUE	FALSE	7	2	50027	53	0	2	2	good MAG
mh_p125_000000032475	FALSE	FALSE	TRUE	7	1	5907	6	1	5	5	good MAG
mh_p125_000000032627	FALSE	TRUE	FALSE	3	2	19778	25	0	0	0	unbinned
mh_p125_000000032854	TRUE	FALSE	FALSE	1	1	11038	7	0	0	0	unbinned
